
IP              Ping            Hostname                Ports           
62.201.253.80   285 ms          [n/a]                   80,3389         
62.201.253.78   285 ms          [n/a]                   80              
62.201.253.79   292 ms          [n/a]                   80              
62.201.253.90   286 ms          [n/a]                   80              
62.201.253.108  281 ms          [n/a]                   80,3389         
62.201.253.102  286 ms          [n/a]                   80              
62.201.253.111  285 ms          [n/a]                   23,80           
62.201.253.109  284 ms          [n/a]                   80              
62.201.253.118  281 ms          [n/a]                   80              
62.201.253.115  286 ms          [n/a]                   21              
62.201.253.125  283 ms          [n/a]                   23,80           
62.201.253.136  281 ms          [n/a]                   80              
62.201.253.121  281 ms          [n/a]                   80              
62.201.253.131  288 ms          [n/a]                   80              
62.201.253.130  289 ms          [n/a]                   80              
62.201.253.134  283 ms          [n/a]                   80              
62.201.253.142  278 ms          [n/a]                   443             
62.201.253.154  282 ms          [n/a]                   80              
62.201.253.162  281 ms          [n/a]                   80              
62.201.253.181  279 ms          [n/a]                   80,3389         
62.201.253.178  280 ms          [n/a]                   23,443          
62.201.253.180  282 ms          [n/a]                   80              
62.201.253.182  278 ms          [n/a]                   80              
62.201.253.193  279 ms          [n/a]                   80,443          
62.201.253.187  285 ms          [n/a]                   80              
62.201.253.195  284 ms          [n/a]                   3389            
62.201.253.191  281 ms          [n/a]                   80              
62.201.253.211  291 ms          [n/a]                   80              
62.201.253.213  286 ms          [n/a]                   22,80,443       
62.201.253.225  284 ms          [n/a]                   80              
62.201.253.210  286 ms          [n/a]                   3389            
62.201.253.221  280 ms          [n/a]                   80              
62.201.253.240  281 ms          [n/a]                   80,443          
62.201.253.228  282 ms          [n/a]                   80              
62.201.253.235  285 ms          [n/a]                   21,80           
62.201.253.249  281 ms          [n/a]                   80,443,3389     
62.201.253.247  280 ms          [n/a]                   22,80           
62.201.253.236  286 ms          [n/a]                   80              
62.201.253.251  281 ms          [n/a]                   3389            
